name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
Lakshadweep Scholarship Scheme 2024-25,Students studying at post-matric level,India,Closed,"Monthly scholarship up to ₹3,000 and other benefits","Lakshadweep Scholarship Scheme 2024-25 is an initiative of the Government of UT of Lakshadweep to financially help the students of the state pursuing post-matric education. The scholarship aims to ensure that no student is prevented on the grounds of poverty alone from pursuing an academic career. The selected students will receive a monthly scholarship of up to ₹3000, an annual lump sum grant, and other benefits.Source:National Scholarship Portal",Null,Null,https://scholarships.gov.in/,monetary,"{'Apply online link': 'https://scholarships.gov.in/', 'Original website': 'https://scholarships.gov.in/', 'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Lakshadweep/Lakshadweep_3024_G.pdf'}","Government of UT of Lakshadweep
Director, Department of IT, UT of Lakshadweep
Kavaratti - 682555"
"Centrally Sponsored Pre-Matric Scholarship Scheme ST Students (Class 9 and 10), Ladakh 2024",ST students studying in Class 9 and 10,India,Closed,"A monthly scholarship up to ₹525 per month for 10 months and an ad-hoc grant of  up to ₹1,000","Centrally Sponsored Pre-Matric Scholarship Scheme ST Students (Class 9 and 10), Ladakh 2024 is an opportunity offered by the Ministry of Tribal Affairs, Government of India, and implemented through the Government of UT of Ladakh, for ST students of Class 9 and 10 of the state. The scholarship aims to improve the participation of ST children in Class 9 and 10, to improve their performance and increase their chances of progressing to the post-matric stage of education. The selected candidates will receive up to ₹525 per month for 10 months and an annual ad-hoc grant of up to ₹1,000.Source:National Scholarship Portal (NSP)",Null,Null,https://scholarships.gov.in/,monetary,"{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/ladakh/ladakh_3022_G.pdf', 'Apply online link': 'https://scholarships.gov.in/', 'Others': 'https://scholarships.gov.in/public/schemeGuidelines/ladakh/ladakh_3022_F.pdf'}",Government of Union Territory of Ladakh
"Junior Merit Scholarship for ST/SC/OBC/SEBC/GENERAL/EBC Communities, Odisha 2024-25",Students studying in Classes 11 and 12,India,Closed,"Up to ₹3,000 per annum (for two years)","Junior Merit Scholarship for ST/SC/OBC/SEBC/GENERAL/EBC Communities, Odisha 2024-25 is an opportunity offered by the Skill Development and Technical Education Department under the Directorate of Higher Education, Government of Odisha to students studying in Classes 11 and 12 from recognised institutions of the state. The scheme aims to support meritorious Higher Secondary School students of Odisha by providing them with financial assistance to help with their educational expenses. The selected students will receive an annual scholarship of ₹3,000 for a duration of two years.Source:Directorate of Higher Education",scholarshipsdtp@gmail.com,1800-345-6770,https://scholarship.odisha.gov.in/,monetary,"{'Original website': 'https://scholarship.odisha.gov.in/', 'Apply online link': 'https://scholarship.odisha.gov.in/website/scholarship-list', 'Latest scholarship link': 'https://file:///C:/Users/Buddy4Study/Downloads/6736eff20ce111731653618.pdf'}","Skill Development and Technical Education Department, Government of Orissa
Kharavela Bhawan Bhubaneswar-751001
Email ID:
scholarshipsdtp@gmail.com
|
Phone Number:
155335/1800-345-6770"
Lakshadweep Scholarship Scheme 2024-25,Students studying at post-matric level,India,Closed,"Monthly scholarship up to ₹3,000 and other benefits","Lakshadweep Scholarship Scheme 2024-25 is an initiative of the Government of UT of Lakshadweep to financially help the students of the state pursuing post-matric education. The scholarship aims to ensure that no student is prevented on the grounds of poverty alone from pursuing an academic career. The selected students will receive a monthly scholarship of up to ₹3000, an annual lump sum grant, and other benefits.Source:National Scholarship Portal",Null,Null,https://scholarships.gov.in/,monetary,"{'Apply online link': 'https://scholarships.gov.in/', 'Original website': 'https://scholarships.gov.in/', 'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Lakshadweep/Lakshadweep_3024_G.pdf'}","Government of UT of Lakshadweep
Director, Department of IT, UT of Lakshadweep
Kavaratti - 682555"
"Award for Meritorious Tribal Students HSSLC Science, Meghalaya 2024",Tribal students who passed HSSLC exam,India,Closed,"One-time award of ₹10,000 and a certificate","Award for Meritorious Tribal Students HSSLC Science, Meghalaya 2024 is an initiative of the Directorate of Educational Research & Training, Meghalaya award the tribal students of Meghalaya who have successfully passed the HSSLC Examination from science stream. The main objective of this scheme is to inculcate a competitive spirit amongst the students. The selected candidates will receive a one-time award of ₹10,000 along with a certificate.Source:National Scholarship Portal (NSP)",Null,Null,https://scholarships.gov.in/,mixed,"{'Others': 'https://scholarships.gov.in/public/schemeGuidelines/meghalaya/FAQ_3047.pdf', 'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/meghalaya/Guidelines_3047.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Directorate of Educational Research and Training
HWG2+3V8, Laitumkhrah to Rynjah Via Goraline,
Laitumkhrah, Shillong,
Meghalaya - 793011
Phone Number - (0364)-2224201"
"Centrally Sponsored Post-Matric Scholarship for ST Students, Andaman and Nicobar 2024-25",ST students of Class 11 and above,India,Closed,"Maintenance allowance up to ₹1,200 and other benefits","Centrally Sponsored Post-Matric Scholarship for ST Students, Andaman and Nicobar 2024-25 is an initiative of the Ministry of Tribal Affairs, Government of India, for ST students studying in Class 11 and above. The scholarship aims to provide financial assistance to students for continuing post-matriculation or post-secondary level studies. The selected candidates will receive a maintenance allowance of up to ₹1,200 and other benefits.Source:National Scholarship Portal (NSP)",Null,Null,https://scholarships.gov.in/,monetary,"{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/Andaman/andaman_2052_G.pdf', 'Others': 'https://scholarships.gov.in/All-Scholarships', 'Apply online link': 'https://scholarships.gov.in/'}","Ministry of Tribal Affairs, Government of India
Rajendra Prasad Road,Shastri Bhawan,
New Delhi-110001"
CIF Youth Fellowship 2025,Indian residents aged between 18-28 years,India,Closed,Stipend to cover cost of living and other benefits,CIF Youth Fellowship 2025 is an opportunity offered by the Climate Investment Funds (CIF)* in partnership with Multilateral Development Bank (MDB)** to Indian candidates aged between 18-28 years. The fellowship provides young climate leaders with the opportunity to work with projects co-financed by the CIF in their country of residence. Selected candidates will receive a stipend to cover the cost of living in fellowship countries and other benefits for the duration of the fellowship.TheClimate Investment Funds (CIF)*is a unique professional capacity-building program focused on providing hands-on experience to the next generation of young leaders.Multilateral Development Banks (MDBs)**are international financial institutions that provide financial and technical assistance to developing countries.Source:Climate Investment Fund (CIF),CIFCommunications@worldbank.org,Null,https://www.cif.org/,monetary,"{'Latest scholarship link': 'https://www.cif.org/fellow25', 'Apply online link': 'https://www.cif.org/fellow25', 'Original website': 'https://www.cif.org/'}","Climate Investment Fund
Email ID:
CIFCommunications@worldbank.org, sandrews3@worldbank.org (Scott Vincent Andrews)"
DRDO National Level Awards 2024,Individuals with outstanding contributions to the field of defense science and technology,India,Closed,"A cash amount of ₹10,00,000 and a citation","DRDO National Level Awards 2024 is an opportunity provided by the Defence Research and Development Organisation (DRDO) to individuals who have displayed exceptional research contributions in the field of defense science and technology. This opportunity contains two separate awards: the Dr. Kothari Defence Science Award and the Dr. Kalam Defence Technology Award. The selected candidates will receive a cash amount of ₹10,00,000 and a citation.Source:Defence Research and Development Organisation (DRDO)",dte-pers.hqr@gov.in,Null,https://www.drdo.gov.in/drdo/,monetary,"{'Original website': 'https://www.drdo.gov.in/drdo/', 'Apply online link': 'https://www.drdo.gov.in/drdo/drdo-national-level-awards-year-2024'}","Defence Research and Development Organisation (DRDO)
DRDO Bhawan, Rajaji Marg
New Delhi 110011
Email ID:
dte-pers.hqr@gov.in
| Phone Number:
(011) 23007218"
"Erasmus Mundus EMAI Scholarship, 2025-27",Bachelor's degree holders in relevant fields,Abroad,Closed,Variable awards,"Erasmus Mundus EMAI Scholarship, 2025-27 is an opportunity provided by the Erasmus Mundus Association to bachelor's degree holders. This 2-year scholarship provides the foundational knowledge needed to explore both key contextual areas and complex technical applications of AI systems. The selected candidates will receive variable awards.Source:EMAI",emai.eu@upf.edu,9354 22000,https://www.upf.edu,other,"{'Original website': 'https://www.upf.edu', 'Ask question': 'https://www.upf.edu/web/emai/faqs', 'Apply online link': 'https://www.upf.edu/web/emai/access-admission'}","EMAI
Universitat Pompeu Fabra
Barcelona
Email ID:
emai.eu@upf.edu
| Phone Number: (+34)
9354 22000"
BOC Scholarship Odisha 2024-25,I.T.I./I.T.C./Polytechnic/Diploma students,India,Closed,Financial assistance,"BOC Scholarship for OBC/SEBC Students, Odisha 2024-25 is an initiative for I.T.I./I.T.C.Polytechnic/Diploma students. State aims to attract more number of children from the families of building and other construction other construction workers in India for pursuing IT Diploma. The selected scholars will receive variable financial assistance under this scholarship scheme.Source:Odisha State Scholarship Portal",scholarshiplabour@gmail.com,1800-345-6770,https://scholarship.odisha.gov.in/website/home,other,"{'Latest scholarship link': 'https://scholarship.odisha.gov.in/website/home', 'Apply online link': 'https://scholarship.odisha.gov.in/website/home'}","Skill Development & Technical Education Department
Government of Odisha
Email:
scholarshiplabour@gmail.com |
Phone No:
1800-345-6770"
"State Agriculture Scholarship for B.Sc. & M.Sc. Agriculture, Nagaland 2025",Students pursuing B.Sc./M.Sc. in agriculture,India,Closed,Financial assistance,"State Agriculture Scholarship for B.Sc. & M.Sc. Agriculture, Nagaland 2025 is an opportunity provided by the Directorate of Agriculture, Government of Nagaland to students currently pursuing B.Sc./M.Sc. In agriculture. The scholarship aims to provide financial assistance to students of the state in their respective fields of study.Source:Directorate of Agriculture, Government of Nagaland",Null,8929307387,https://scholarship.nagaland.gov.in/,other,"{'Apply online link': 'https://scholarship.nagaland.gov.in/', 'Latest scholarship link': 'https://scholarship.nagaland.gov.in/storage/Guidelines//5_Guidelines'}","Directorate of Agriculture
Scholarship Section, Agriculture Department
Phone Number: 8929307387/9774452095/8414820012"
"Pre-Matric Scholarship for OBC Students, Tripura 2024-25",OBC students studying in classes 1 to 10,India,Closed,Financial assistance,"Pre-Matric Scholarship for OBC Students, Tripura 2024-25 is an opportunity provided by the Ministry of Social Justice and Empowerment, Government of India for students of the state studying in classes 1 to 10. The selected candidates will receive financial assistance.Source:National Scholarship Portal",Null,Null,https://scholarships.gov.in/,other,"{'Apply online link': 'https://scholarships.gov.in/', 'Others': 'https://scholarships.gov.in/All-Scholarships', 'Latest scholarship link': 'https://obcw.tripura.gov.in/sites/default/files/2024-09/Notice%20for%20Pre-Matric%20Scholarship%202024-25.pdf'}","Other Backward Classes Welfare Department
Gorkhabasti, Airport Road
Agartala
Phone Number:
(+0381) 2329034"
NUS International Undergraduate Scholarship 2025,Undergraduate applicants,Singapore,Closed,"Annual living allowance of SGD 5,800 and other benefits","NUS International Undergraduate Scholarship 2025 is an opportunity provided by the National University of Singapore for outstanding students with exceptional achievements. Selected candidates will receive an annual living allowance of SGD 5,800 and other benefits.Source:National University of Singapore",Null,Null,https://www.nus.edu.sg/,other,"{'Original website': 'https://www.nus.edu.sg/', 'Latest scholarship link': 'https://nus.edu.sg/oam/scholarships/scholarships-for-freshmen-(international-students)/nus-international-undergraduate-scholarship', 'Ask question': 'https://faq.nus.edu.sg/s/', 'Apply online link': 'https://nus.edu.sg/oam/undergraduate-programmes'}","National University of Singapore
University Town
2 College Avenue West #01-03
(Stephen Riady Centre)
Singapore 138607
Phone Number:
(+65) 6516 1010/2870"
